index,age,brand,calory,category,classification,content,detail,from_company,gram,img,info,ingredient,nutrient,title,성분등록번호
75,"키튼, 어덜트, 시니어",내추럴발란스,1250Kcal/kg,고양이,습식사료,"닭고기, 닭고기 간, 닭고기 육즙, 당근, 현미, 천연 향, 건조 계란, 인산이칼슘, 비타민합제-비타민C,E, 구아검, 염화칼륨, 소금, 미량광물질류합제-칼슘,인, 청어오일(혼합토코페롤보존), 크랜베리, 타우린, 염화콜린, 카라기난, 염화마그네슘, 로즈마리 추출물",,"태국/Natural Balance Pet Foods, Inc.",85g,https://mamacat.co.kr/web/product/big/20200102/2eb68c96d4daa02ce92a7ffc43187d61.jpg,,"닭고기, 닭고기 간, 닭고기 육즙","조단백 9.0%, 조지방 6.0%, 조섬유 1.5%,  조회분 3.0%, 칼슘 0.42%, 인 0.31%, 수분 78.0%",닭고기&닭간 페이트 포뮬라 캔니드 캣 푸드,
76,"키튼, 어덜트, 시니어",피니키,,고양이,습식사료,"참치, 정제수, 타피오카전분, 참치 추출물, 해조류(진두발추출물), 구아검, 염화칼륨, 비타민E",,"태국/Unicord Public Co., Ltd",95g,http://www.dogpia.net/agency/product_images/2019/126157b.jpg,수분함량높음,"참치, 정제수, 타피오카전분","조단백 9.0%, 조지방 0.005%, 조섬유 1.00%, 조희분 3.00%, 칼슘 0.001%, 인 0.03% 수분 87.0%,",참치무스 캔,
77,"어덜트,시니어",헤일로 (HALO),"3,610 kcal/kg",고양이,건사료,"닭, 닭간, 전란, 완두콩분말, 건조병아리콩, 콩단백질, 감자분말, 아마씨, 완두콩식이섬유, 천연액상향미제(가수분해 가금류간, d-토코페롤(혼합형)), 감자단백질, 계유, 연어오일, 황산칼슘, 천연고형향미제(가수분해 가금류간, d-토코페롤(혼합형)), 제이인산칼슘, 프로바이오틱(효모(사카로미세스세레비시아), 바실러스코아글란스), 건조블루베리, 건조크랜베리, 건조당근, 고구마분말, 소금, 이눌린, 비타민제합제(비타민A, 비타민D3, 비타민E, 비타민B12, 비오틴, 엽산, 니코틴산, 판토텐산, 피리독신, 리보플라빈, 티아민), 염화칼륨, 미량광물질류합제(아연, 철, 염화칼륨, 구리, 망간, 아셀렌산나트륨, 미네랄오일, 요오드산칼슘), 타우린, 비타민E, 천연산화방지제(d-토코페롤(혼합형), 로즈마리추출물), 비타민C, L-카르니틴","연령구분 어덜트,시니어 푸드타입 건사료 중량 50g 주재료 닭, 닭간, 전란 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 3,610 kcal/kg 원산지/제조사 미국/Halo pet",미국/Halo pet,50g,https://cdn.purplesto.re/media/store/sale/main_image/halo_cat_B044CF02_thumb02.png,"그레인프리,글루텐프리,비유전자변형","닭, 닭간, 전란",조단백 32.0%  조지방 16.0%  칼슘 0.6%  인 0.5%  수분 10.0%,인도어캣 그레인프리 치킨&치킨 간,4160000-034-2019-0001
78,"키튼,어덜트,시니어,전연령",지위픽 (ZIWI),"5,015 kcal/kg",고양이,저온건조 사료,"양고기, 염소고기, 호주연어, 전갱이, 고등어, 도축부산물[염소 위장,양 폐/위장, 염소 간, 양 간/뼈, 염소 심장/폐/신장/뼈], 녹색홍합, 레시틴, 치커리 이눌린, 켈프, 사과박, 미네랄[제이인산칼륨, 황산마그네슘, 아연아미노산화합물, 철분아미노산화합물, 구리아미노산화합물, 망간아미노산화합물, 아셀렌산나트륨], 비타민합제[염화콜린, 비타민B1, 비타민B6, 비타민D3, 엽산], 보존제[구연산,혼합 토코페롤], 정제염, DL-메티오닌, 타우린","연령구분 키튼,어덜트,시니어,전연령 푸드타입 저온건조 사료 중량 340g 주재료 양고기, 염소고기, 호주연어 식단정보 그레인프리,글루텐프리 칼로리 5,015 kcal/kg 원산지/제조사 뉴질랜드/ZIWI2, ZIWI Limited","뉴질랜드/ZIWI2, ZIWI Limited",340g,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF32_thumb01.png,"그레인프리,글루텐프리","양고기, 염소고기, 호주연어",조단백 42%  조지방 36%  칼슘 1.74%  인 1.4%  수분 9%,에어드라이 이스트 케이프,EEGSB0043호
79,"어덜트,시니어",어플라우즈 (APPLAWS),"4,084 kcal/kg",고양이,건사료,"뼈를 발라낸 연어, 연어 분말, 타피오카, 완두콩, 렌틸콩, 병아리콩, 완두 분말, 카놀라오일, 코코넛 오일, 탄산칼슘, 제이인산칼슘, 천연 생선향, 염화나트륨, 건조 치커리 뿌리, 염화콜린, 염화칼륨, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, d-판토텐산칼슘, 티아민 모노니트레이트, 베타카로틴, 리보플라빈, 염산피리독신, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 산화아연, 망간단백질화합물, 황산동, 황산제일철, 요오드산칼슘, 산화망간, 셀레늄이스트), 타우린, 건조 로즈마리","연령구분 어덜트,시니어 푸드타입 건사료 중량 1.3kg 주재료 뼈를 발라낸 연어, 연어 분말, 타피오카 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 4,084 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,1.3kg,https://cdn.purplesto.re/media/store/sale/main_image/deal_applaws_cat_easypeel7_thumb01.png,"단일육류단백질,그레인프리,글루텐프리","뼈를 발라낸 연어, 연어 분말, 타피오카",조단백 24%  조지방 12%  칼슘 1.1%  인 0.8%  수분 10%,이지필 시식세트,4160000-034-2019-0001
80,"어덜트,시니어",빈티지 (VINTAGE),"3,583 kcal/kg",고양이,건사료,"칠면조, 청어, 완두, 그린 렌즈콩, 가수분해 생선, 유채유(토코페롤과 구연산합체로 보존), 통아마씨, 병아리콩, 천연향미제, 제이인산칼슘, 탄산칼슘, 탈수 알팔파분, 염화콜린, 천일염, 탄산칼슘, 제일 인산염, 비타민E, 연어오일, 염화칼륨, 호박, 이눌린, 타우린, 녹차 추출물, 황산제일철, 황산아연, 나이아신, 황산동, 비타민A, 황산망간, 비타민B1질산염, 칼슘D-판토텐산, 피리독신 염산염, 비오틴, 리보플라빈, 비타민B12, 비타민D3, 요오드산 칼슘, 엽산, 아셀렌산나트륨, 로즈마리 추출물","연령구분 어덜트,시니어 푸드타입 건사료 중량 4.5kg 주재료 칠면조, 청어, 완두 식단정보 그레인프리,글루텐프리,체중조절 칼로리 3,583 kcal/kg 원산지/제조사 캐나다/Bio Biscuit Inc.",캐나다/Bio Biscuit Inc.,4.5kg,https://cdn.purplesto.re/media/store/sale/main_image/vintage_cat_B138CF04_thumb03.png,"그레인프리,글루텐프리,체중조절","칠면조, 청어, 완두",조단백 30%  조지방 14%  칼슘 0.75%  인 0.6%  수분 12%,오븐프레쉬 칠면조&청어,
81,"어덜트,시니어",캣츠파인푸드 (CATZ FINEFOOD),991 kcal/kg,고양이,습식사료,"캥거루, 육수, 미네랄, 보리지오일","연령구분 어덜트,시니어 푸드타입 습식사료 중량 200g, 400g 주재료 캥거루, 육수, 미네랄 식단정보 검류미함유,그레인프리,글루텐프리,비유전자변형 칼로리 991 kcal/kg 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,"200g, 400g",https://cdn.purplesto.re/media/store/sale/main_image/catzfinefood_cat_B053CF08_thumb01.png,"검류미함유,그레인프리,글루텐프리,비유전자변형","캥거루, 육수, 미네랄",조단백 8.2%  조지방 4.1%  칼슘 0.2%  인 0.15%  수분 90%,주식캔 퓨레 no.107 캥거루,
82,"키튼,어덜트,시니어,전연령",로투스 (LOTUS),935 kcal/kg (72.9 kcal/캔),고양이,습식사료,"연어, 연어 스프, 흰살생선, 흰살생선 스프, 완두콩, 한천, 인산삼칼슘, 조개, 뉴질랜드 녹색 홍합, 블루베리, 아스파라거스, 당근, 크랜베리, 달걀, 올리브 오일, 연어 오일, 소금, 삼인산나트륨, 다시마, 염화칼륨, 황산 칼슘, 타우린, 염화콜린, 베타인, 아연, 철, 니아신, 비타민 E, 티아민, 구리, 망간, 아셀렌산나트륨, 판토텐산 칼슘, 비타민 A, 리보플라빈, 피리독신, 비오틴, 비타민 B12, 요오드산칼슘, 비타민 D3, 엽산.","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 78g 주재료 연어, 연어 스프, 흰살생선 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 935 kcal/kg (72.9 kcal/캔) 원산지/제조사 미국/Lotus Pet Foods",미국/Lotus Pet Foods,78g,https://cdn.purplesto.re/media/store/sale/main_image/deal_lotus_cat_B020CF1702SS_thumb01.png,"그레인프리,글루텐프리,비유전자변형","연어, 연어 스프, 흰살생선",조단백 9.4%  조지방 4.86%  칼슘 0.61%  인 0.4%  수분 76.98%,주식캔 그레인프리 연어&야채 파테,제 II6TM0009호
83,"키튼,어덜트,시니어,전연령",헤일로 (HALO),"1,025 kcal/kg (160 kcal/캔)",고양이,습식사료,"닭고기, 닭고기 육수, 닭간, 당근, 칠면조, 풋강낭콩, 완두콩, 셀러리, 고구마, 구아검, 잔탄검, 염화칼륨, 호박, 아마씨유, 미량광물질합제(철-아미노산킬레이트, 아연-아미노산킬레이트 등), 염화콜린, 비타민제합제(비타민E, 비타민B1질산염 등), 타우린, 건조켈프, 연어오일, 황산마그네슘, 천연착향료","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 156g 주재료 닭고기, 닭고기 육수, 닭간 식단정보 단일육류단백질,그레인프리,글루텐프리,비유전자변형 칼로리 1,025 kcal/kg (160 kcal/캔) 원산지/제조사 미국/Halo pet",미국/Halo pet,156g,https://cdn.purplesto.re/media/store/sale/main_image/halo_cat_B044CF10_thumb01.png,"단일육류단백질,그레인프리,글루텐프리,비유전자변형","닭고기, 닭고기 육수, 닭간",조단백 10.3%  조지방 7.0%  칼슘 0.4%  인 0.4%  수분 78.8%,어덜트 그레인프리 치킨 스튜,제 II6TM0009호
84,"키튼,어덜트,시니어,전연령",어플라우즈 (APPLAWS),585 kcal/kg (40.95 kcal/파우치),고양이,습식간식,"닭고기(가슴살), 닭육수, 줄풀쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 70g 주재료 닭고기(가슴살), 닭육수, 줄풀쌀 식단정보 검류미함유 칼로리 585 kcal/kg (40.95 kcal/파우치) 원산지/제조사 태국/MPM Products",태국/MPM Products,70g,https://cdn.purplesto.re/media/store/sale/main_image/deal_applaws_cat_B004CT1640ss_thumb01.png,검류미함유,"닭고기(가슴살), 닭육수, 줄풀쌀",조단백 15.5% 조지방 2.0% 조섬유 0.5% 조회분 1.5% 수분 83.0%,파우치 닭고기와 와일드라이스,제 서울-20533호
85,"퍼피,키튼,어덜트,시니어,전연령",우주캣 (SPACE CAT),"4,010 kcal/kg",고양이,파우더형 건강보조식품,"생(raw) 염소우유, 레드크릴, 코코넛가루, 비트루트, 연어오일, L-라이신, 개밀, 쐐기풀, 멀레인 잎, 마시멜로루트, 토코페놀","연령구분 퍼피,키튼,어덜트,시니어,전연령 푸드타입 파우더형 건강보조식품 중량 266g 주재료 생(raw) 염소우유, 레드크릴, 코코넛가루 식단정보 비유전자변형 칼로리 4,010 kcal/kg 원산지/제조사 미국/Steve's Real Food",미국/Steve's Real Food,266g,https://cdn.purplesto.re/media/store/sale/main_image/deal_spacecat_cat_B122CS0201SS_thumb01.png,비유전자변형,"생(raw) 염소우유, 레드크릴, 코코넛가루",조단백 31.1% 조지방 20.1% 조섬유 2.7% 조회분 6.36% 수분 7.9%,미니 우주꼬리 낚시대 세트,제 GGHA50309 호
86,"어덜트,시니어",카루 (CARU),"1,037 kcal/kg (150 kcal/팩)",고양이,습식사료,"칠면조, 칠면조육수,타피오카전분, 난백, 고구마, 당근, 사과, 천연향,제삼인산칼슘, 염화콜린,타우린,탄산칼슘,민들레 잎사귀,염화칼륨, 비타민 비타민 A 보충제,비타민D3 보충제, 비타민E보충제, 비타민 B1 질산염,나이아신 보충제(비타민B), 피리독신염산염(비타민 B6), 판토텐산칼슘(비타민B5), 리보플라빈보충제(비타민 B2), 엽산,비오틴(비타민 B7), 비타민B12 보충제], 미네랄(아연 아미노산,철아미노산, 구리 아미노산, 망간 아미노산, 마그네슘아미노산, 요오드아미노산, 아셀렌산나트륨)","연령구분 어덜트,시니어 푸드타입 습식사료 중량 170g 주재료 칠면조, 칠면조 육수, 타피오카 전분 식단정보 검류미함유,그레인프리,글루텐프리,비유전자변형 칼로리 1,037 kcal/kg (150 kcal/팩) 원산지/제조사 미국/Caru Pet Food",미국/Caru Pet Food,170g,https://cdn.purplesto.re/media/store/sale/main_image/caru_cat_B033CF04_thumb01.png,"검류미함유,그레인프리,글루텐프리,비유전자변형","칠면조, 칠면조 육수, 타피오카 전분",조단백 11%  조지방 2.5%  칼슘 0.2%  인 0.15%  수분 82%,클래식 칠면조 스튜,제 서울-19744호
87,"어덜트,시니어",게더 (GATHER),"3,664 kcal/kg",고양이,건사료,"유기농 닭고기, 유기농 건조 닭고기, 유기농 완두콩, 렌틸콩, 닭지방, 유기농 아마씨, 천연닭고기향, 블루베리, 크랜베리, 계란껍질분말, 비타민합제(비타민 A, 비타민D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연단백질화합분, 철단백질화합분, 구리단백질화합물, 망간단백질화합물, 요오드산칼슘, 아셀렌산나트륨), DL-메티오닌, 타우린, 건조 로즈마리","연령구분 어덜트,시니어 푸드타입 건사료 중량 100g 주재료 유기농 닭, 유기농 완두콩, 렌즈콩 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 3,664 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,100g,https://cdn.purplesto.re/media/store/sale/main_image/gather_cat_B009CF01_thumb02.png,"그레인프리,글루텐프리,비유전자변형","유기농 닭, 유기농 완두콩, 렌즈콩",조단백 29%  조지방 15%  칼슘 1.4%  인 0.6%  수분 10%,"프리에이커 치킨 어덜트, 유통기한 21년 05월 16일",제 서울-19594호
