uuid,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,from_company,img,soup
152,고양이,보레알 (BOREAL),주식캔 치킨&연어&오리,"어덜트,시니어",습식 사료,"치킨, 치킨육수, 연어, 오리, 완두콩, 강낭콩, 계란, 레시틴, 탄산칼슘, 아마씨, 콜린클로라이드, 일인산나트륨, 식물성오일, 소금, DL-메티오닌, 유카시데게라추출물, 완두콩섬유질, 블루베리, 블랙베리, 사과, 석류, 크랜베리, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산",조단백 7.2%  조지방 6.75%  칼슘 0.2%  인 0.18%  수분 85%,"검류미함유,그레인프리,글루텐프리",80g,"1,050 kcal/kg","치킨, 치킨육수, 연어",캐나다/Boreal Pet Foods.,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF11_thumb01.png,"보레알 (BOREAL) 주식캔 치킨&연어&오리 습식 사료 치킨, 치킨육수, 연어, 오리, 완두콩, 강낭콩, 계란, 레시틴, 탄산칼슘, 아마씨, 콜린클로라이드, 일인산나트륨, 식물성오일, 소금, DL-메티오닌, 유카시데게라추출물, 완두콩섬유질, 블루베리, 블랙베리, 사과, 석류, 크랜베리, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산 검류미함유,그레인프리,글루텐프리"
153,고양이,캣츠파인푸드 (CATZ FINEFOOD),주식캔 퓨레 no.107 캥거루,"어덜트,시니어",습식사료,"캥거루, 육수, 미네랄, 보리지오일",조단백 8.2%  조지방 4.1%  칼슘 0.2%  인 0.15%  수분 90%,"검류미함유,그레인프리,글루텐프리,비유전자변형","200g, 400g",991 kcal/kg,"캥거루, 육수, 미네랄",독일/Landguth Heimtiernahrung GmbH,https://cdn.purplesto.re/media/store/sale/main_image/catzfinefood_cat_B053CF08_thumb01.png,"캣츠파인푸드 (CATZ FINEFOOD) 주식캔 퓨레 no.107 캥거루 습식사료 캥거루, 육수, 미네랄, 보리지오일 검류미함유,그레인프리,글루텐프리,비유전자변형"
154,고양이,나우 (NOW), 그레인프리 피쉬 어덜트,"어덜트,시니어",건사료,"뼈를 발라낸 송어, 통건조란, 감자,완두콩, 천연맛, 카놀라유, 아마인, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 청어, 탄산칼슘, 토마토, 알팔파, 사과, 당근, 고구마, 호박, 바나나, 블루베리, 크랜베리, 블랙베리, 석류, 파파야, 렌즈콩, 브로콜리, 말린 치커리뿌리, 인산, 염화나트륨, 염화칼륨, 염화콜린, 비타민합제(A, D3, E, C, B12 등), 미광량물질류합제(아연, 철, 구리 등), L-리진, L-카르티닌",조단백 30.0%  조지방 19.0%  칼슘 0.9%  인 0.5%  수분 10.0%,"그레인프리,글루텐프리",100g,"3,988 kcal/kg","뼈를 발라낸 송어, 통건조란, 감자",캐나다/Petcurean Pet Nutrition Inc.,https://cdn.purplesto.re/media/store/sale/main_image/now_cat_B012CF04_thumb01.png,"나우 (NOW)  그레인프리 피쉬 어덜트 건사료 뼈를 발라낸 송어, 통건조란, 감자,완두콩, 천연맛, 카놀라유, 아마인, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 청어, 탄산칼슘, 토마토, 알팔파, 사과, 당근, 고구마, 호박, 바나나, 블루베리, 크랜베리, 블랙베리, 석류, 파파야, 렌즈콩, 브로콜리, 말린 치커리뿌리, 인산, 염화나트륨, 염화칼륨, 염화콜린, 비타민합제(A, D3, E, C, B12 등), 미광량물질류합제(아연, 철, 구리 등), L-리진, L-카르티닌 그레인프리,글루텐프리"
155,고양이,어플라우즈 (APPLAWS), 습식캔 참치와 새우,"키튼,어덜트,시니어,전연령",습식간식,"참치순살, 참치육수, 새우, 익힌쌀알",조단백 12.0% 조지방 4.0% 조섬유 2.0% 조회분 2.0% 수분 88.0%,검류미함유,-,430 kcal/kg (30kcal/캔),"참치순살, 참치육수, 새우",태국/MPM Products,https://cdn.purplesto.re/media/store/sale/main_image/applaws_cat_B004CT42_thumb01.png,"어플라우즈 (APPLAWS)  습식캔 참치와 새우 습식간식 참치순살, 참치육수, 새우, 익힌쌀알 검류미함유"
156,고양이,캣만두 (CATMANDOO),라이프 에센셜 연어 ,"키튼,어덜트,시니어,전연령",동결건조 간식,연어 100%,조단백 87.0% 조지방 5.0% 조섬유 7.0% 조회분 7.0% 수분 4.0%,"그레인프리,글루텐프리",57g,"약 3,330 kcal/kg",연어,미국/Cat-man-doo,https://cdn.purplesto.re/media/store/sale/main_image/deal_catmandoo_cat_B034CT0209ss_thumb01.png,"캣만두 (CATMANDOO) 라이프 에센셜 연어  동결건조 간식 연어 100% 그레인프리,글루텐프리"
157,고양이,로우즈 사시 (RAWZ SASHI),참치&호박,"키튼,어덜트,시니어,전연령",습식간식,"참치, 생선 육수, 호박, 타피오카 전분",조단백 11%  조지방 0.25%  조섬유 0.5%  조회분 1.0%  수분 87% ,"그레인프리,글루텐프리,음수량충전",50g,460 kcal/kg (23 kcal/파우치),"참치, 생선 육수, 호박",태국/Rawz Natural Pet Food,https://cdn.purplesto.re/media/store/sale/main_image/rawssashi_cat_B133CT01_thumb01.png,"로우즈 사시 (RAWZ SASHI) 참치&호박 습식간식 참치, 생선 육수, 호박, 타피오카 전분 그레인프리,글루텐프리,음수량충전"
158,고양이,핸들러 (HANDLER),매쉬 튜브 낚시대 세트 ,"퍼피,어덜트,시니어,전연령",동결건조 사료,"오리고기(뼈, 심장, 간포함), 호박, 코코넛오일,연어오일, 비타민E, 미량광물질단백질화합물(망간/셀레늄효모), 리보플라빈(비타민), 요오드산칼슘, 판토텐산칼슘(미네랄), 혼합토코페롤, 로즈마리추출물",조단백 52%  조지방 34%  칼슘 2%  인 1.5%  수분 3%,"단일육류단백질,그레인프리,글루텐프리","128g, 340g","4,700 kcal/kg","오리고기(뼈, 심장, 간포함), 호박, 코코넛오일",미국/BIXBIPET,https://cdn.purplesto.re/media/store/sale/main_image/deal_handler_cat_B115CS0201SS_thumb01.png,"핸들러 (HANDLER) 매쉬 튜브 낚시대 세트  동결건조 사료 오리고기(뼈, 심장, 간포함), 호박, 코코넛오일,연어오일, 비타민E, 미량광물질단백질화합물(망간/셀레늄효모), 리보플라빈(비타민), 요오드산칼슘, 판토텐산칼슘(미네랄), 혼합토코페롤, 로즈마리추출물 단일육류단백질,그레인프리,글루텐프리"
159,고양이,그랜마메이스 (GRANDMAMAES),"그레인프리 연어, 유통기한 21년 09월 02일","키튼,어덜트,시니어,전연령",건사료,"연어, 연어가루, 완두콩, 계유, 병아리콩, 청어가루, 타피오카, 달걀, 렌틸콩, 완두단백, 아마씨가루, 메틸오닌, 염화콜린, 타우린, 크랜베리, 블루베리, 사과, 당근, 파슬리, 상추, 물냉이, 시금치, 샐러리, 라이신, 탄산칼슘, 제1인산염, 비타민합제, 건유산균류, 아연황산염, 킬레이트아연, 세레늄, 황산구리, 킬레이트망간, 니아신, 리보프라빈, 바이오틴, 킬레이트코발트, 요오드산칼슘, 엽산",조단백 31%  조지방 19%  칼슘 1.2%  인 0.8%  수분 10%,"그레인프리,글루텐프리,비유전자변형",2.7kg,"3,820 kcal/kg","연어, 연어가루, 완두콩",미국/SOUTHERN TIER PET NUTRTION. USA,https://cdn.purplesto.re/media/store/sale/main_image/grandmamaes_cat_B120CF02_thumb01.png,"그랜마메이스 (GRANDMAMAES) 그레인프리 연어, 유통기한 21년 09월 02일 건사료 연어, 연어가루, 완두콩, 계유, 병아리콩, 청어가루, 타피오카, 달걀, 렌틸콩, 완두단백, 아마씨가루, 메틸오닌, 염화콜린, 타우린, 크랜베리, 블루베리, 사과, 당근, 파슬리, 상추, 물냉이, 시금치, 샐러리, 라이신, 탄산칼슘, 제1인산염, 비타민합제, 건유산균류, 아연황산염, 킬레이트아연, 세레늄, 황산구리, 킬레이트망간, 니아신, 리보프라빈, 바이오틴, 킬레이트코발트, 요오드산칼슘, 엽산 그레인프리,글루텐프리,비유전자변형"
160,고양이,보레알 (BOREAL),오리지널 그레인프리 칠면조&송어,"키튼,어덜트,시니어,전연령",건사료,"칠면조, 송어, 청어, 말린계란, 고구마, 메밀, 렌즈콩, 호박, 천연향, 아마씨, 치킨지방, 말린억새풀, 레시틴, 블루베리, 크랜베리, 사과, 시금치, 프로피온산칼슘, 삼인산나트륨, DL-메티오닌, 효모추출물, 치커리뿌리추출물, 타우린, 염화콜린, 소금, 말린켈프, L-라이신, L-트립토판, 푸마르산, 젖산, 구연산, 말산, 유카시데게라추출물, 백리향추출물, 산화아연, 황산제일철, 아연아미노산복합체, 철아미노산복합체, 니아신아미드, 산화망간, 비타민E, 비타민A, 칼슘판토텐산, 리보플라빈, 티아민모노니트레이트, 피리독신히드로클로라이드, 황산구리, 구리, 구리단백질, 망간아미노산복합체, 엽산, 비타민D3, 비타민B12, 비오틴, 요오드산칼슘, 셀렌산나트륨, 로즈마리추출물.",조단백 36%  조지방 16%  칼슘 1.8%  인 1.1%  수분 10%,"그레인프리,글루텐프리","2.2kg, 5.4kg","3,492 kcal/kg","칠면조, 송어, 청어",캐나다/Boreal Pet Foods.,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF03_thumb01.png,"보레알 (BOREAL) 오리지널 그레인프리 칠면조&송어 건사료 칠면조, 송어, 청어, 말린계란, 고구마, 메밀, 렌즈콩, 호박, 천연향, 아마씨, 치킨지방, 말린억새풀, 레시틴, 블루베리, 크랜베리, 사과, 시금치, 프로피온산칼슘, 삼인산나트륨, DL-메티오닌, 효모추출물, 치커리뿌리추출물, 타우린, 염화콜린, 소금, 말린켈프, L-라이신, L-트립토판, 푸마르산, 젖산, 구연산, 말산, 유카시데게라추출물, 백리향추출물, 산화아연, 황산제일철, 아연아미노산복합체, 철아미노산복합체, 니아신아미드, 산화망간, 비타민E, 비타민A, 칼슘판토텐산, 리보플라빈, 티아민모노니트레이트, 피리독신히드로클로라이드, 황산구리, 구리, 구리단백질, 망간아미노산복합체, 엽산, 비타민D3, 비타민B12, 비오틴, 요오드산칼슘, 셀렌산나트륨, 로즈마리추출물. 그레인프리,글루텐프리"
161,고양이,로우즈 (RAWZ),슈레디드 파우치 치킨 가슴살&치즈 ,"어덜트,시니어",습식사료,"닭고기, 닭고기 육수, 치즈, 타피오카 전분, 해바라기씨 오일, 염화칼슘, 염화칼륨, 소금, 염화콜린, 타우린, 말린 파슬리, 미네랄(철 아미노산 킬레이트, 망간 아미노산 킬레이트, 아연 아미노산 킬레이트, 요오드산 칼슘, 구리 아미노산 킬레이트, 마그네슘 아미노산 킬레이트, 소듐 셀레나이트), 비타민(비타민 A 보충제, 비타민 D3 보충제, 비타민 E 보충제, 비타민 B1 질산염, 리보플라빈 보충제, 피리독신 염산염, 비타민 B12 보충제, 니아신 보충제, d-칼슘 팬토테네이트, 아스코르브산 (비타민C의 공급원), 엽산, 비오틴)",조단백 14.56%  조지방 2.87%  칼슘 0.24%  인 0.14%  수분 82%,검류미함유,69g,869 kcal/kg (59 kcal/파우치),"닭고기, 닭고기 육수, 치즈",태국/Rawz Natural Pet Food,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawz_cat_B019CF0302SS_thumb01.png,"로우즈 (RAWZ) 슈레디드 파우치 치킨 가슴살&치즈  습식사료 닭고기, 닭고기 육수, 치즈, 타피오카 전분, 해바라기씨 오일, 염화칼슘, 염화칼륨, 소금, 염화콜린, 타우린, 말린 파슬리, 미네랄(철 아미노산 킬레이트, 망간 아미노산 킬레이트, 아연 아미노산 킬레이트, 요오드산 칼슘, 구리 아미노산 킬레이트, 마그네슘 아미노산 킬레이트, 소듐 셀레나이트), 비타민(비타민 A 보충제, 비타민 D3 보충제, 비타민 E 보충제, 비타민 B1 질산염, 리보플라빈 보충제, 피리독신 염산염, 비타민 B12 보충제, 니아신 보충제, d-칼슘 팬토테네이트, 아스코르브산 (비타민C의 공급원), 엽산, 비오틴) 검류미함유"
162,고양이,어플라우즈 (APPLAWS),습식캔 그레인프리 참치,"키튼,어덜트,시니어,전연령",습식간식,"참치순살, 참치육수",조단백 18.0% 조지방 5.0%,"검류미함유,그레인프리,글루텐프리",70g,724 kcal/kg (50.6 kcal/캔),"참치순살, 참치육수",태국/MPM Products,https://cdn.purplesto.re/media/store/sale/main_image/applaws_cat_B004CT45_thumb01.png,"어플라우즈 (APPLAWS) 습식캔 그레인프리 참치 습식간식 참치순살, 참치육수 검류미함유,그레인프리,글루텐프리"
163,고양이,고! (GO!),핏프리 그레인프리 치킨칠면조오리,"키튼,어덜트,시니어,전연령",건사료,"닭고기, 칠면조, 오리, 송어, 완두콩, 감자, 타피오카, 연어오일, 타우린, 비타민합제(비타민A, D3, E, C 등), 미량광물질류합제(아연, 철, 구리 등), L-리진",조단백 45.0%  조지방 18.0%  칼슘 1.9%  인 1.6%  수분 10.0%,그레인프리,1.8kg,"4,298 kcal/kg","닭고기, 칠면조, 오리",캐나다/Petcurean Pet Nutrition Inc.,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF02_thumb01.png,"고! (GO!) 핏프리 그레인프리 치킨칠면조오리 건사료 닭고기, 칠면조, 오리, 송어, 완두콩, 감자, 타피오카, 연어오일, 타우린, 비타민합제(비타민A, D3, E, C 등), 미량광물질류합제(아연, 철, 구리 등), L-리진 그레인프리"
164,고양이,베츠키친 (VET'S KITCHEN),어덜트 울트라 프레쉬 닭고기,"어덜트,시니어",건사료,"신선한 닭고기, 신선한 닭 살코기, 닭고기육수, 고구마, 맥주 효모, 비타민&미네랄 프리믹스, 치커리",조단백 37.0%  조지방 11.0%  칼슘 0.99%  인 0.66%  수분 9.0%,단일육류단백질,770g,"3,590 kcal/kg","신선한 닭고기, 신선한 닭살코기, 닭고기육수",영국/Pet's Kitchen Ltd.,https://cdn.purplesto.re/media/store/sale/main_image/vetskitchen_cat_B022CF01_thumb01.png,"베츠키친 (VET'S KITCHEN) 어덜트 울트라 프레쉬 닭고기 건사료 신선한 닭고기, 신선한 닭 살코기, 닭고기육수, 고구마, 맥주 효모, 비타민&미네랄 프리믹스, 치커리 단일육류단백질"
165,고양이,나우 (NOW),그레인프리 피쉬 어덜트,"어덜트,시니어",건사료,"뼈를 발라낸 송어, 통건조란, 감자,완두콩, 천연맛, 카놀라유, 아마인, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 청어, 탄산칼슘, 토마토, 알팔파, 사과, 당근, 고구마, 호박, 바나나, 블루베리, 크랜베리, 블랙베리, 석류, 파파야, 렌즈콩, 브로콜리, 말린 치커리뿌리, 인산, 염화나트륨, 염화칼륨, 염화콜린, 비타민합제(A, D3, E, C, B12 등), 미광량물질류합제(아연, 철, 구리 등), L-리진, L-카르티닌",조단백 30.0%  조지방 19.0%  칼슘 0.9%  인 0.5%  수분 10.0%,"그레인프리,글루텐프리",1.8kg,"3,988 kcal/kg","뼈를 발라낸 송어, 통건조란, 감자",캐나다/Petcurean Pet Nutrition Inc.,https://cdn.purplesto.re/media/store/sale/main_image/now_cat_B012CF04_thumb01.png,"나우 (NOW) 그레인프리 피쉬 어덜트 건사료 뼈를 발라낸 송어, 통건조란, 감자,완두콩, 천연맛, 카놀라유, 아마인, 코코넛오일, 뼈를 발라낸 연어, 뼈를 발라낸 청어, 탄산칼슘, 토마토, 알팔파, 사과, 당근, 고구마, 호박, 바나나, 블루베리, 크랜베리, 블랙베리, 석류, 파파야, 렌즈콩, 브로콜리, 말린 치커리뿌리, 인산, 염화나트륨, 염화칼륨, 염화콜린, 비타민합제(A, D3, E, C, B12 등), 미광량물질류합제(아연, 철, 구리 등), L-리진, L-카르티닌 그레인프리,글루텐프리"
166,고양이,빈티지 (VINTAGE),오븐프레쉬 칠면조&청어,"어덜트,시니어",건사료,"칠면조, 청어, 완두, 그린 렌즈콩, 가수분해 생선, 유채유(토코페롤과 구연산합체로 보존), 통아마씨, 병아리콩, 천연향미제, 제이인산칼슘, 탄산칼슘, 탈수 알팔파분, 염화콜린, 천일염, 탄산칼슘, 제일 인산염, 비타민E, 연어오일, 염화칼륨, 호박, 이눌린, 타우린, 녹차 추출물, 황산제일철, 황산아연, 나이아신, 황산동, 비타민A, 황산망간, 비타민B1질산염, 칼슘D-판토텐산, 피리독신 염산염, 비오틴, 리보플라빈, 비타민B12, 비타민D3, 요오드산 칼슘, 엽산, 아셀렌산나트륨, 로즈마리 추출물",조단백 30%  조지방 14%  칼슘 0.75%  인 0.6%  수분 12%,"그레인프리,글루텐프리,체중조절",1kg,"3,583 kcal/kg","칠면조, 청어, 완두",캐나다/Bio Biscuit Inc.,https://cdn.purplesto.re/media/store/sale/main_image/vintage_cat_B138CF04_thumb03.png,"빈티지 (VINTAGE) 오븐프레쉬 칠면조&청어 건사료 칠면조, 청어, 완두, 그린 렌즈콩, 가수분해 생선, 유채유(토코페롤과 구연산합체로 보존), 통아마씨, 병아리콩, 천연향미제, 제이인산칼슘, 탄산칼슘, 탈수 알팔파분, 염화콜린, 천일염, 탄산칼슘, 제일 인산염, 비타민E, 연어오일, 염화칼륨, 호박, 이눌린, 타우린, 녹차 추출물, 황산제일철, 황산아연, 나이아신, 황산동, 비타민A, 황산망간, 비타민B1질산염, 칼슘D-판토텐산, 피리독신 염산염, 비오틴, 리보플라빈, 비타민B12, 비타민D3, 요오드산 칼슘, 엽산, 아셀렌산나트륨, 로즈마리 추출물 그레인프리,글루텐프리,체중조절"
