uuid,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,detail,from_company,성분등록번호,img
191,고양이,캣츠파인푸드 (CATZ FINEFOOD),주식캔 퓨레 no.107 캥거루,"어덜트,시니어",습식사료,"캥거루, 육수, 미네랄, 보리지오일",조단백 8.2%  조지방 4.1%  칼슘 0.2%  인 0.15%  수분 90%,"검류미함유,그레인프리,글루텐프리,비유전자변형",400g,991 kcal/kg,"캥거루, 육수, 미네랄","연령구분 어덜트,시니어 푸드타입 습식사료 중량 400g 주재료 캥거루, 육수, 미네랄 식단정보 검류미함유,그레인프리,글루텐프리,비유전자변형 칼로리 991 kcal/kg 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,GGHA50028호,https://cdn.purplesto.re/media/store/sale/main_image/catzfinefood_cat_B053CF08_thumb01.png
192,고양이,베츠키친 (VET'S KITCHEN), 어덜트 울트라 프레쉬 연어,"어덜트,시니어",건사료,"신선한 연어(60%), 건조 연어 (18%), 흰쌀, 사탕무박, 맥주 효모, 루서린(비타민K), 연어육즙 (2%), 치커리, 파슬리 (0.5%), 미네랄, 비타민, 민들레 (0.1%)",조단백 35.0%  조지방 14.0%  칼슘 0.95%  인 0.63%  수분 9.0%,단일육류단백질,110g,"3,710 kcal/kg  ","신선한 연어, 건조 연어, 흰쌀","연령구분 어덜트,시니어 푸드타입 건사료 중량 110g 주재료 신선한 연어, 건조 연어, 흰쌀 식단정보 단일육류단백질 칼로리 3,710 kcal/kg   원산지/제조사 영국/Pet's Kitchen Ltd.",영국/Pet's Kitchen Ltd.,제 서울-20766호,https://cdn.purplesto.re/media/store/sale/main_image/vetskitchen_cat_B022CF02_thumb01.png
193,고양이,어플라우즈 (APPLAWS), 이지필 참치와 게살,"키튼,어덜트,시니어,전연령",습식간식,"가다랑어(참치과) 흰살, 가다랑어 육수, 쌀, 게살",조단백 16.0% 조지방 2.0% 조섬유 0.5% 조회분 1.5% 수분 81.0%,검류미함유,-,740 kcal/kg (44.4 kcal/컵),"가다랑어(참치과) 흰살, 가다랑어 육수, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 - 주재료 가다랑어(참치과) 흰살, 가다랑어 육수, 쌀 식단정보 검류미함유 칼로리 740 kcal/kg (44.4 kcal/컵) 원산지/제조사 태국/MPM Products",태국/MPM Products,제 서울-22067호,https://cdn.purplesto.re/media/store/sale/main_image/applaws_cat_B004CT05_thumb01_tEnphRp.png
194,고양이,뉴로 (NULO),뉴로 프리스타일 그레인프리 칠면조&오리,"키튼,어덜트,시니어,전연령",건사료,"칠면조, 청어, 대구, 노란완두콩, 붉은렌틸콩, 닭고기지방, 오리, 고구마, 병아리콩, 억새풀, 천연향, 아마씨, 건조치커리뿌리, 건조켈프, 건조크랜베리, 탄산칼슘, DL-메티오닌, 타우린, 아연단백질, 염화콜린, 비타민E, L-아스코르빌 -2-폴리포스페이트(비타민C공급원), 철단 백질, 니아신, 구리단백질, 티아민모노니트레이트, 판토텐산칼슘, 비타민A, 망간단백질, 피리독신 염산염, 소디움셀레나이트, 리보플라빈, 건조바실러스발효균, 유카시데게라추출물, 비타민B12, 요오드산칼슘, 엽산, 로즈마리추출물",조단백 40%  조지방 18%  칼슘 1.1%  인 0.9%  수분 10%,"그레인프리,글루텐프리,비유전자변형,유산균",2.2kg,"3,696 kcal/kg","칠면조, 청어, 대구","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 2.2kg 주재료 칠면조, 청어, 대구 식단정보 그레인프리,글루텐프리,비유전자변형,유산균 칼로리 3,696 kcal/kg 원산지/제조사 미국/Nulo Inc",미국/Nulo Inc,서울-23093호,https://cdn.purplesto.re/media/store/sale/main_image/nulo_cat_B137CF07_thumb01.png
195,고양이,지위픽 (ZIWI),주식캔 닭고기 ,"키튼,어덜트,시니어,전연령",습식사료,"닭고기, 수분, 닭 내장(간,심장) 및 뼈, 병아리콩, 뉴질랜드 녹색홍합, DL-메티오닌, 미네랄(황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 건 켈프, 비타민(염화콜린, 비타민 E, 비타민 B1, 비타민 B3, 비타민 B6 염산염, 비타민 B2, 비타민 D3, 엽산), 천일염, 타우린",조단백 12%  조지방 8%  칼슘 0.44%  인 0.38%  수분 74%,"검류미함유,그레인프리,글루텐프리",85g,"1,325 kcal/kg","닭고기, 수분, 닭 내장(간, 심장) 및 뼈","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 닭고기, 수분, 닭 내장(간, 심장) 및 뼈 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,325 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,제 서울-15608호,https://cdn.purplesto.re/media/store/sale/main_image/deal_ziwipeak_cat_B046CF2002SS_thumb01.png
196,고양이,로투스 (LOTUS),주식캔 그레인프리 연어&야채 파테 ,"키튼,어덜트,시니어,전연령",습식사료,"연어, 연어 스프, 흰살생선, 흰살생선 스프, 완두콩, 한천, 인산삼칼슘, 조개, 뉴질랜드 녹색 홍합, 블루베리, 아스파라거스, 당근, 크랜베리, 달걀, 올리브 오일, 연어 오일, 소금, 삼인산나트륨, 다시마, 염화칼륨, 황산 칼슘, 타우린, 염화콜린, 베타인, 아연, 철, 니아신, 비타민 E, 티아민, 구리, 망간, 아셀렌산나트륨, 판토텐산 칼슘, 비타민 A, 리보플라빈, 피리독신, 비오틴, 비타민 B12, 요오드산칼슘, 비타민 D3, 엽산.",조단백 9.4%  조지방 4.86%  칼슘 0.61%  인 0.4%  수분 76.98%,"그레인프리,글루텐프리,비유전자변형",78g,935 kcal/kg (72.9 kcal/캔),"연어, 연어 스프, 흰살생선","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 78g 주재료 연어, 연어 스프, 흰살생선 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 935 kcal/kg (72.9 kcal/캔) 원산지/제조사 미국/Lotus Pet Foods",미국/Lotus Pet Foods,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/deal_lotus_cat_B020CF1702SS_thumb01.png
197,고양이,어플라우즈 (APPLAWS),이지필 닭고기와 참치알 ,"키튼,어덜트,시니어,전연령",습식간식,"닭가슴살, 닭육수, 참치알, 쌀",조단백 13.0% 조지방 2.0% 조섬유 0.5% 조회분 1.5% 수분 82.0%,검류미함유,60g,650 kcal/kg (39 kcal/컵),"닭고기(가슴살), 닭육수, 참치알, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 60g 주재료 닭고기(가슴살), 닭육수, 참치알, 쌀 식단정보 검류미함유 칼로리 650 kcal/kg (39 kcal/컵) 원산지/제조사 태국/MPM Products",태국/MPM Products,제 서울-22070호,https://cdn.purplesto.re/media/store/sale/main_image/deal_applaws_cat_B004CT0327ss_thumb01_amfOZnB.png
198,고양이,파미나 (FARMINA),그레인프리 청어&오렌지,"어덜트,시니어",건사료,"얼리지 않은 청어(32%), 수분을 제거한 청어(30%), 고구마, 청어 오일, 수분을 제거한 달걀(5%), 완두콩 섬유소, 건조 당근, 건조 알팔파, 이눌린, 프락토올리고당, 이스트 추출물(만난올리고당의 원료), 건조 스위트 오렌지(0.5%), 건조 사과, 건조 석류, 건조 시금치, 차전자피(0.3%), 건조 블루베리, 소금, 건조 맥주효모, 강황(0.2%), 비타민 A, 비타민 D3, 비타민 E, 아스코르브산(수용성 비타민 C), 나이아신(수용성 비타민 B3), 판토텐산 칼슘(수용성 비타민 B5), 리보플라빈(수용성 비타민B2), 피리독신 염산염(수용성 비타민 B6), 티아민(수용성 비타민 B1), 비오틴(수용성 비타민 H), 엽산(수용성 비타민 B9), 비타민 B12, 염화콜린, 베타카로틴, 아연 아미노산(메티오닌) 킬레이트, 망간 아미노산(메티오닌) 킬레이트, 철분 아미노산(글리신), 구리 아미노산(메티오닌) 킬레이트, DL- 메티오닌, 타우린(4000mg/kg 이상), 정제하고 가수분해한 초록입홍합(글루코사민(1200mg/kg이상)과 콘드로이틴 황산(900mg/kg이상)의 원료), 알로에 베라겔, 녹차 추출물, 로즈마리 추출물, 혼합토코페롤(천연 항산화제)",조단백 44%  조지방 20%  칼슘 1%  인 0.9%  수분 8%,"그레인프리,글루텐프리",5kg,"4,204 kcal/kg","얼리지 않은 청어, 수분을 제거한 청어, 고구마","연령구분 어덜트,시니어 푸드타입 건사료 중량 5kg 주재료 얼리지 않은 청어, 수분을 제거한 청어, 고구마 식단정보 그레인프리,글루텐프리 칼로리 4,204 kcal/kg 원산지/제조사 이탈리아/RUSSO MANGIMI S.p.A",이탈리아/RUSSO MANGIMI S.p.A,CCC020024호,https://cdn.purplesto.re/media/store/sale/main_image/farmina_cat_B039CF14_thumb03_be08Od1.png
199,고양이,알모네이쳐 (ALMO NATURE),HFC 내츄럴플러스 파우치 닭안심살 ,"키튼,어덜트,시니어,전연령",습식간식,"닭안심살(91%), 정제수(7.5%), 쌀(1.5%)",조단백 26.2%  조지방 0.8%  조섬유 0.012%  조회분 2.2%  수분 86.5% ,"단일육류단백질,글루텐프리,비유전자변형",55g,928 kcal/kg (51 kcal/파우치),"닭안심살, 정제수, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 55g 주재료 닭안심살, 정제수, 쌀 식단정보 단일육류단백질,글루텐프리,비유전자변형 칼로리 928 kcal/kg (51 kcal/파우치) 원산지/제조사 태국/Songkla Canning Public Co.Ltd",태국/Songkla Canning Public Co.Ltd,서울-24146호,https://cdn.purplesto.re/media/store/sale/main_image/deal_almonature_cat_B131CT0202SS_thumb01.png
200,고양이,로투스 (LOTUS),주식캔 그레인프리 파테 시식세트 ,"키튼,어덜트,시니어,전연령",습식사료,"칠면조 스프, 칠면조고기, 칠면조 간, 오션피쉬, 완두콩, 천연 닭 간 맛, 우뭇가사리, 크랜베리, 블루베리, 통 아마씨, 뉴질랜드 녹색 입 홍합, 달걀, 조개, 당근, 아스파라거스, 연어오일, 올리브오일, 바다소금, 삼인산나 트륨, 다시마, 염화칼륨, 황산칼슘, 염화콜린, 베타인, 아연 철, 니아신, 비타민E, 티아민, 구리, 망간, 셀레륨, 판토텐산 칼슘, 비타민 A, 리보플라빈, 피리독신, 비오틴, 비타민B12, 칼슘, 요오드, 비타민 D3, 엽산.",조단백 9.74%  조지방 7.69%  칼슘 0.39%  인 0.28%  수분 72.67%,"그레인프리,글루텐프리,비유전자변형",78g,956 kcal/kg (85.8 kcal/캔),"칠면조 고기, 칠면조 스프, 칠면조 간","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 78g 주재료 칠면조 고기, 칠면조 스프, 칠면조 간 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 956 kcal/kg (85.8 kcal/캔) 원산지/제조사 미국/Lotus Pet Foods",미국/Lotus Pet Foods,제 CCBY60001호,https://cdn.purplesto.re/media/store/sale/main_image/deal_lotus_cat_B020CF2001WS_thumb01.png
201,고양이,헤일로 (HALO),인도어캣 그레인프리 연어&흰살생선,"어덜트,시니어",건사료,"연어, 흰살생선, 전란, 완두콩분말, 콩단백질, 타피오카전분, 감자단백질, 감자분말, 계유, 아마씨, 천연고형향미제(가수분해 가금류간, d-토코페롤(혼합형)), 황산칼슘, 프로바이오틱(효모(사카로미세스세레비시아), 바실러스코아글란스), 제이인산칼슘, 건조블루베리, 건조당근, 고구마분말, 건조크랜베리, 소금, 이눌린, 비타민제합제(비타민A, 비타민D3, 비타민E, 비타민B12, 비오틴, 엽산, 니코틴산, 판토텐산, 피리독신, 리보플라빈, 티아민), 타우린, 미량광물질류합제(아연, 철, 염화칼륨, 구리, 망간, 아셀렌산나트륨, 미네랄오일, 요오드산칼슘), 염화칼륨, 염화콜린, 비타민E, 천연산화방지제(d-토코페롤(혼합형), 로즈마리추출물), 비타민C, L-카르니틴",조단백 32.0%  조지방 13.0%  칼슘 0.6%  인 0.5%  수분 10.0%,"그레인프리,글루텐프리,비유전자변형",1.3kg,"3,550 kcal/kg","연어, 흰살생선, 전란","연령구분 어덜트,시니어 푸드타입 건사료 중량 1.3kg 주재료 연어, 흰살생선, 전란 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 3,550 kcal/kg 원산지/제조사 미국/Halo pet",미국/Halo pet,4160000-034-2019-0001,https://cdn.purplesto.re/media/store/sale/main_image/halo_cat_B044CF03_thumb01.png
202,고양이,고! (GO!),그레인프리 LID 폴록,"어덜트,시니어",건사료,"볼락, 통건조계란, 완두콩, 타피오카, 렌틸콩, 병아리콩, 카놀라오일, 코코넛오일, 천연착향료, 염화콜린, 염화칼륨, 인산, 건조치커리뿌리, 염화나트륨, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, 이노시톨, L-아스크로빌-2-폴리포스페이트(비타민C의 공급), 질산티아민, d-판토텐산 칼륨, 리보플라빈, 염산피리독신, 베타카로틴, 엽산, 비오틴, 비타민B12), 미량광물질류합제(아연, 철, 구리, 마그네슘, 황산구리, 요오드산칼슘, 황산제일철, 산화망간, 셀레늄효모), 건조락토바실러스아시도필러스발효제품, 건조엔테로코커스 패시엄 발효제품, 타우린, DL-메티오닌, L-리진, 건조로즈마리",조단백 30.0%  조지방 15.0%  칼슘 1.0%  인 0.8%  수분 10.0%,"단일육류단백질,그레인프리,글루텐프리",1.8kg,"4,232 kcal/kg ","볼락, 통건조계란, 완두콩","연령구분 어덜트,시니어 푸드타입 건사료 중량 1.8kg 주재료 볼락, 통건조계란, 완두콩 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 4,232 kcal/kg  원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,제 서울-19594호,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF04_thumb01.png
203,고양이,고! (GO!),닭고기 데일리디펜스,"어덜트,시니어",건사료,"닭고기, 통현미, 오트밀, 연어, 천연맛, 해바라기씨오일, 왕겨, 사과, 당근, 감자, 타우린, 비타민합제(비타민A, D3, E, C 등), 미량광물질류합제(아연, 철, 구리 등), L-리진",조단백 30.0%  조지방 20.0%  칼슘 1.2%  인 0.8%  수분 10.0%,-,"3.6kg, 1.8kg, 7.2kg","4,604 kcal/kg","닭고기, 통현미, 오트밀","연령구분 어덜트,시니어 푸드타입 건사료 중량 3.6kg, 1.8kg, 7.2kg 주재료 닭고기, 통현미, 오트밀 식단정보 - 칼로리 4,604 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,제 서울-22065호,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF01_thumb01.png
204,고양이,로투스 (LOTUS),오븐베이크 그레인프리 정어리와 청어,"키튼,어덜트,시니어,전연령",건사료,"정어리, 청어, 청어 분말,완두콩, 렌틸콩, 메기 오일, 타피오카, 아마씨, 천연생선 맛, 완두콩 단백질, 비타민 E, 맥주 건조 효모, 프로피온산칼슘, 당근, 사과, 인산이칼슘, 염화 콜린, 황산 칼슘, 소금, 다시마, 시금치, 호박, 블루 베리, 타우린, 뉴질랜드 녹색 홍합, 유카 추출물, 이눌린,L- 아스코르빌 -2- 폴리인산염, 황산철, DL 메티오닌, 황산아연, 아연, 염화칼륨, 니아신, 망간, 황산구리, 구리, 비타민 A, 황산망간, 티아민, 판토텐산칼슘, 피리독신, 비오틴, 리보플라빈, 비타민 B12, 비타민 D3, 요오드산칼슘, 엽산, 아셀렌산나트륨, 로즈마리 추출물",조단백 34.2%  조지방 14.2%  칼슘 0.91%  인 0.72%  수분 10%,"단일육류단백질,그레인프리,글루텐프리,비유전자변형",1kg,"3,457 kcal/kg","정어리, 청어, 청어 분말","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 1kg 주재료 정어리, 청어, 청어 분말 식단정보 단일육류단백질,그레인프리,글루텐프리,비유전자변형 칼로리 3,457 kcal/kg 원산지/제조사 캐나다/Bio Biscuit Inc.",캐나다/Bio Biscuit Inc.,제 VVHDR0017호,https://cdn.purplesto.re/media/store/sale/main_image/lotus_cat_B020CF05_thumb01.png
205,고양이,어플라우즈 (APPLAWS),토퍼 호박스프에 연어와 도미 ,"키튼,어덜트,시니어,전연령",토퍼(부스터),"정제수, 연어, 도미, 호박, 카라기닌",조단백 5.5% 조지방 0.1% 조섬유 0.5% 조회분 1.0% 수분 95.0%,"그레인프리,글루텐프리",120g,150 kcal/kg (6 kcal/소분팩),"정제수, 연어, 도미","연령구분 키튼,어덜트,시니어,전연령 푸드타입 토퍼(부스터) 중량 120g 주재료 정제수, 연어, 도미 식단정보 그레인프리,글루텐프리 칼로리 150 kcal/kg (6 kcal/소분팩) 원산지/제조사 태국/MPM Products",태국/MPM Products,제 서울-17912호,https://cdn.purplesto.re/media/store/sale/main_image/deal_applaws_cat_B004CT1337ss_thumb01.png
206,고양이,K9 내추럴 (K9 NATURAL),피스트 캔 닭고기,"키튼,어덜트,시니어,전연령",습식사료,"닭고기, 닭 간, 호키 오일, 뉴질랜드 녹색 입 홍합, 비타민 E, 산화 마그네슘, 아연, 구리, 망간, 티아민, 비타민 D3, 엽산",조단백 9.5%  조지방 5.5%  칼슘 0.88%  인 0.5%  수분 82%,"그레인프리,글루텐프리,비유전자변형",85g,"1,013 kcal/kg (86 kcal/캔)","닭고기, 닭 간, 호키 오일","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 닭고기, 닭 간, 호키 오일 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 1,013 kcal/kg (86 kcal/캔) 원산지/제조사 뉴질랜드/K9 Natural Foods Limited",뉴질랜드/K9 Natural Foods Limited,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/k9natural_cat_B008CF15_thumb01.png
207,고양이,어플라우즈 (APPLAWS), 습식캔 오션피쉬,"키튼,어덜트,시니어,전연령",습식간식,"고등어, 참치순살, 생선육수(고등어, 참치육수), 익힌쌀알",조단백 15.0% 조지방 4.0% 조섬유 2.0% 조회분 2.0% 수분 85.0%,검류미함유,-,530 kcal/kg (37kcal/캔),"고등어, 참치순살, 생선육수(고등어, 참치육수)","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 - 주재료 고등어, 참치순살, 생선육수(고등어, 참치육수) 식단정보 검류미함유 칼로리 530 kcal/kg (37kcal/캔) 원산지/제조사 태국/MPM Products",태국/MPM Products,제 서울 25028호,https://cdn.purplesto.re/media/store/sale/main_image/applaws_cat_B004CT41_thumb01.png
208,고양이,프로덴 (PRODEN),플라그오프 파우더,"키튼,어덜트,시니어,전연령",파우더,"천연해초추출물(Ascoprhllumnodosum), 맥주효모(Brewer's yeast)",조단백 5% 조지방 2% 조섬유 7% 조회분 27% 수분 14%,"그레인프리,글루텐프리",40g,0.71 kcal/스쿱,"천연해초추출물, 맥주효모","연령구분 키튼,어덜트,시니어,전연령 푸드타입 파우더 중량 40g 주재료 천연해초추출물, 맥주효모 식단정보 그레인프리,글루텐프리 칼로리 0.71 kcal/스쿱 원산지/제조사 스웨덴/SwedenCare",스웨덴/SwedenCare,제 서울-15608호,https://cdn.purplesto.re/media/store/sale/main_image/proden_cat_B051CY02_thumb01.png
209,고양이,지위픽 (ZIWI),주식캔 고등어&양고기,"키튼,어덜트,시니어,전연령",습식사료,"고등어, 수분, 양고기, 양 내장(폐, 트라이프, 심장, 신장, 간) 및 뼈, 병아리콩, 뉴질랜드 녹색홍합, DL-메티오닌, 건 켈프, 미네랄(황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 비타민(비타민 E, 비타민 B1, 비타민 B3, 비타민 B6, 비타민 B2, 비타민 D3, 엽산), 타우린",조단백 14%  조지방 6%  칼슘 0.44%  인 0.35%  수분 75.5%,"검류미함유,그레인프리,글루텐프리",185g,"1,200 kcal/kg","고등어, 수분, 양고기","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 185g 주재료 고등어, 수분, 양고기 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,200 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,제 서울-15608호,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF24_thumb01.png
210,고양이,오픈팜 (OPENFARM),주식 블렌드 닭고기&연어,"키튼,어덜트,시니어,전연령",습식사료,"닭고기, 닭뼈육수, 연어, 호박, 당근, 시금치, 렌즈콩(레드), 우무, 크랜베리, 병아리콩, 치커리뿌리, 해바라기유, 코코넛오일(혼합토코페롤 보존), 소금, 비타민A, 비타민D3, 비타민E, 판토텐산, 비타민B1질산염, 비타민B2, 비오틴, 엽산, 비타민B12, 아연아미노산킬레이트, 철아미노산킬레이트, 구리아미노산킬레이트, 망간아미노산킬레이트, 아셀렌산나트륨, 건조다시마, 염화나트륨, 민들레잎, 타우린, 강황",조단백 8.49%  조지방 6.19%  칼슘 0.32%  인 0.28%  수분 82%,"그레인프리,글루텐프리",156g,900 kcal/kg,"닭고기, 닭뼈육수, 연어","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 156g 주재료 닭고기, 닭뼈육수, 연어 식단정보 그레인프리,글루텐프리 칼로리 900 kcal/kg 원산지/제조사 미국/Open Farm Inc.",미국/Open Farm Inc.,CCC020024호,https://cdn.purplesto.re/media/store/sale/main_image/openfarm_cat_B123CF15_thumb01.png
211,고양이,로우즈 (RAWZ),슈레디드 캔 치킨 ,"키튼,어덜트,시니어,전연령",습식사료,"닭고기,닭고기 육수, 타피오카 전분, 해바라기씨 오일, 염화칼슘, 미네랄 (마그네슘 아미노산 킬레이트, 아연 아미노산 킬레이트, 철 아미노산 킬레이트, 망간 아미노산 킬레이트, 구리 아미노산 킬레이트, 칼슘 요오드, 아셀렌산 나트륨), 인산 삼칼슘, 생선 오일, 비타민 (아스코르브 산 (비타민 C의 공급원) , 비타민B1 질산염, 비타민 E 보충제, 니아신 보충제, 비타민 A 보충제, d- 칼슘 팬토테네이트, 리보플라빈 보충제, 피리독신 염산염, 엽산, 비오틴, 비타민 B12 보충제, 비타민 D3 보충제), 파슬리, 소금, 염화 콜린, 타우린, 염화칼륨",조단백 19.4%  조지방 2.13%  칼슘 0.3%  인 0.23%  수분 82%,"단일육류단백질,검류미함유",85g,840 kcal/kg (71 kcal/85g 캔),"닭고기,닭고기 육수, 타피오카 전분","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 85g 주재료 닭고기,닭고기 육수, 타피오카 전분 식단정보 단일육류단백질,검류미함유 칼로리 840 kcal/kg (71 kcal/85g 캔) 원산지/제조사 태국/Rawz Natural Pet Food",태국/Rawz Natural Pet Food,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawz_cat_B019CF0902SS_thumb01.png
212,고양이,헤일로 (HALO),인도어캣 그레인프리 치킨&치킨 간,"어덜트,시니어",건사료,"닭, 닭간, 전란, 완두콩분말, 건조병아리콩, 콩단백질, 감자분말, 아마씨, 완두콩식이섬유, 천연액상향미제(가수분해 가금류간, d-토코페롤(혼합형)), 감자단백질, 계유, 연어오일, 황산칼슘, 천연고형향미제(가수분해 가금류간, d-토코페롤(혼합형)), 제이인산칼슘, 프로바이오틱(효모(사카로미세스세레비시아), 바실러스코아글란스), 건조블루베리, 건조크랜베리, 건조당근, 고구마분말, 소금, 이눌린, 비타민제합제(비타민A, 비타민D3, 비타민E, 비타민B12, 비오틴, 엽산, 니코틴산, 판토텐산, 피리독신, 리보플라빈, 티아민), 염화칼륨, 미량광물질류합제(아연, 철, 염화칼륨, 구리, 망간, 아셀렌산나트륨, 미네랄오일, 요오드산칼슘), 타우린, 비타민E, 천연산화방지제(d-토코페롤(혼합형), 로즈마리추출물), 비타민C, L-카르니틴",조단백 32.0%  조지방 16.0%  칼슘 0.6%  인 0.5%  수분 10.0%,"그레인프리,글루텐프리,비유전자변형",4.5kg,"3,610 kcal/kg","닭, 닭간, 전란","연령구분 어덜트,시니어 푸드타입 건사료 중량 4.5kg 주재료 닭, 닭간, 전란 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 3,610 kcal/kg 원산지/제조사 미국/Halo pet",미국/Halo pet,4160000-034-2019-0001,https://cdn.purplesto.re/media/store/sale/main_image/halo_cat_B044CF02_thumb01.png
213,고양이,지위픽 (ZIWI),에어드라이 사슴고기,"키튼,어덜트,시니어,전연령",저온건조 사료,"사슴고기, 사슴 내장(트라이프, 심장, 폐, 간, 신장) 및 뼈, 뉴질랜드 녹색홍합, 레시틴, 치커리 이눌린, 건 켈프, 미네랄(마그네슘 아미노산, 아연 아미노산, 구리 아미노산, 셀레늄효모, 망간 아미노산), 타우린, 비타민(비타민 B1, 엽산, 비타민 D3), 천연 혼합 토코페롤",조단백 50%  조지방 29%  칼슘 1.5%  인 1.32%  수분 8.0%,"그레인프리,글루텐프리",400g,"4,700 kcal/kg","사슴고기, 사슴 내장(트라이프, 심장, 폐, 간, 신장) 및 뼈, 뉴질랜드 녹색홍합","연령구분 키튼,어덜트,시니어,전연령 푸드타입 저온건조 사료 중량 400g 주재료 사슴고기, 사슴 내장(트라이프, 심장, 폐, 간, 신장) 및 뼈, 뉴질랜드 녹색홍합 식단정보 그레인프리,글루텐프리 칼로리 4,700 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,제 서울-15608호,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF16_thumb01.png
214,고양이,고! (GO!),솔루션 LID 오리,"키튼,어덜트,시니어,전연령",건사료,"뼈를 발라낸 오리, 오리분말, 건조 계란, 완두콩, 완두분말, 타피오카, 렌틸콩, 병아리콩, 닭고기지방, 아마씨, 천연향, 염화나트륨, 염화콜린, 탄산칼슘, 건조 치커리뿌리, 인산, 염화칼륨, 비타민합제(비타민A, 비타민 D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산 피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질 화합물, 구리 단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 타우린, 건조 로즈마리",조단백 32%  조지방 17%  칼슘 1.1%  인 0.9%  수분 8%,"그레인프리,글루텐프리","7.2kg, 3.6kg, 1.3kg","4,222 kcal/kg","뼈를 발라낸 오리, 오리분말, 건조 계란","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 7.2kg, 3.6kg, 1.3kg 주재료 뼈를 발라낸 오리, 오리분말, 건조 계란 식단정보 그레인프리,글루텐프리 칼로리 4,222 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,제 서울-21912호,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF12_thumb02.png
