uuid,category,brand,title,age,classification,content,nutrient,info,gram,calory,ingredient,detail,from_company,성분등록번호,img
554,고양이,어플라우즈 (APPLAWS),이지필 정어리와 고등어 ,"키튼,어덜트,시니어,전연령",습식간식,"정어리, 정어리 육수, 고등어, 쌀",조단백 13.0% 조지방 5.5% 조섬유 0.1% 조회분 1.0% 수분 80.0%,검류미함유,60g,570 kcal/kg (34.2 kcal/컵),"정어리, 정어리 육수, 고등어, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 60g 주재료 정어리, 정어리 육수, 고등어, 쌀 식단정보 검류미함유 칼로리 570 kcal/kg (34.2 kcal/컵) 원산지/제조사 태국/MPM Products",태국/MPM Products,제 서울-22068호,https://cdn.purplesto.re/media/store/sale/main_image/deal_applaws_cat_B004CT0428ss_thumb01_IIsG9CA.png
555,고양이,보레알 (BOREAL),주식캔 칠면조&송어,"키튼,어덜트,시니어,전연령",습식 사료,"칠면조, 칠면조육수, 송어, 연어오일, 계란, 완두콩, 렌틸콩, 인산이칼슘, 호로파씨앗, 탄산칼슘, 소금, 아마씨, 레시틴, 염화콜린, 염화칼륨, 유카시데게라, 완두콩섬유질, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.",조단백 8%  조지방 7.5%  칼슘 0.44%  인 0.41%  수분 78%,"검류미함유,그레인프리,글루텐프리","80g, 156g","1,050 kcal/kg","칠면조, 칠면조육수, 송어","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식 사료 중량 80g, 156g 주재료 칠면조, 칠면조육수, 송어 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 CCBZZ0008호,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF13_thumb01.png
556,고양이,지위픽 (ZIWI),주식캔 소고기,"키튼,어덜트,시니어,전연령",습식사료,"소고기, 수분, 소 내장(폐, 신장, 트라이프, 간) 및 뼈, 병아리콩, 뉴질랜드 녹색홍합, DL-메티오닌, 건 켈프, 미네랄(황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 비타민(비타민 E, 비타민 B1, 비타민 B6 염산염, 엽산, 비타민 D3), 타우린",조단백 11%  조지방 7%  칼슘 0.48%  인 0.35%  수분 75.5%,"검류미함유,그레인프리,글루텐프리",185g,"1,250 kcal/kg","소고기, 수분, 소 내장(폐, 신장, 트라이프, 간) 및 뼈","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 185g 주재료 소고기, 수분, 소 내장(폐, 신장, 트라이프, 간) 및 뼈 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,250 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,제 서울-15608호,https://cdn.purplesto.re/media/store/sale/main_image/ziwipeak_cat_B046CF18_thumb01.png
557,고양이,캣츠파인푸드 (CATZ FINEFOOD),주식파우치 no.13 청어와 쉬림프,"어덜트,시니어",습식사료,"청어, 물, 쉬림프, 호박, 알로에 베라, 미네랄, 해조류, 연어오일",조단백 9.2%  조지방 5%  칼슘 0.2%  인 0.15%  수분 87%,"검류미함유,그레인프리,글루텐프리,비유전자변형",85g,994 kcal/kg,"청어, 물, 쉬림프","연령구분 어덜트,시니어 푸드타입 습식사료 중량 85g 주재료 청어, 물, 쉬림프 식단정보 검류미함유,그레인프리,글루텐프리,비유전자변형 칼로리 994 kcal/kg 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,GGHA50028호,https://cdn.purplesto.re/media/store/sale/main_image/catzfinefood_cat_B053CF04_thumb01.png
558,고양이,스맥 (SMACK),로푸드 베리 치킨&연어,"어덜트,시니어",저온건조 사료,"유기농 닭, 자연산 연어, 닭간, 닭 모래주머니, 닭 심장, 유기농 크랜베리, 유기농 블루베리, 유기농 파슬리, 유기농 타임, 유기농 스트로베리, 유기농 시금치, 유기농 셀러리, 천연 혼합 토코페롤",조단백 52.0%  조지방 27.0%  칼슘 1.8%  인 1.1%  수분 6.0%,"그레인프리,글루텐프리,유기농",250g,"4,740 kcal/kg","유기농 닭, 자연산 연어, 닭간","연령구분 어덜트,시니어 푸드타입 저온건조 사료 중량 250g 주재료 유기농 닭, 자연산 연어, 닭간 식단정보 그레인프리,글루텐프리,유기농 칼로리 4,740 kcal/kg 원산지/제조사 캐나다/Smack Pet Food Inc.",캐나다/Smack Pet Food Inc.,제 서울-20766호,https://cdn.purplesto.re/media/store/sale/main_image/smack_cat_B024CF01_thumb01.png
559,고양이,오픈팜 (OPENFARM),주식 블렌드 연어,"어덜트,시니어",습식사료,"연어, 수분, 호박, 당근, 시금치, 렌즈콩(레드), 우무, 크랜베리, 병아리콩, 치커리뿌리, 해바라기유, 코코넛오일(혼합토코페롤 보존), 염화칼륨, 소금, 비타민A, 비타민D3, 비타민E, 판토텐산, 비타민B1질산염, 비타민B2, 비오틴, 엽산, 비타민B12, 아연아미노산킬레이트, 철아미노산킬레이트, 구리아미노산킬레이트, 망간아미노산킬레이트, 아셀렌산나트륨, 건조다시마, 민들레잎, 염화콜린, 타우린, 강황",조단백 8.49%  조지방 4.74%  칼슘 0.19%  인 0.16%  수분 82%,"단일육류단백질,그레인프리,글루텐프리",156g,805 kcal/kg,"연어, 수분, 호박","연령구분 어덜트,시니어 푸드타입 습식사료 중량 156g 주재료 연어, 수분, 호박 식단정보 단일육류단백질,그레인프리,글루텐프리 칼로리 805 kcal/kg 원산지/제조사 미국/Open Farm Inc.",미국/Open Farm Inc.,CCC020024호,https://cdn.purplesto.re/media/store/sale/main_image/openfarm_cat_B123CF16_thumb01.png
560,고양이,알모네이쳐 (ALMO NATURE),HFC 미니푸드 연어살 3g,"키튼,어덜트,시니어,전연령",습식간식,"연어살(99%), 쌀(1%)",조단백 26.0%  조지방 0.45%  조섬유 3.0%  조회분 4.0%  수분 70.0% ,"단일육류단백질,글루텐프리,비유전자변형",3g,"1,300 kcal/kg (3.9 kcal/개)","연어살, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 3g 주재료 연어살, 쌀 식단정보 단일육류단백질,글루텐프리,비유전자변형 칼로리 1,300 kcal/kg (3.9 kcal/개) 원산지/제조사 태국/Songkla Canning Public Co.Ltd",태국/Songkla Canning Public Co.Ltd,서울-19784호,https://cdn.purplesto.re/media/store/sale/main_image/almonature_cat_B131CT16_thumb01.png
561,고양이,고! (GO!),카니보 그레인프리 치킨터키오리,"키튼,어덜트,시니어,전연령",건사료,"닭고기분말, 뼈를 발라낸 닭고기, 뼈를 발라낸 칠면조, 오리분말, 칠면조분말, 연어분말, 뼈를 발라낸 송어, 닭고기지방, 천연생선향, 완두콩, 감자, 건조 계란, 감자분말, 타피오카, 뼈를 발라낸 연어, 뼈를 발라낸 오리, 연어오일, 호박, 사과, 당근, 바나나, 블루베리, 크랜베리, 렌틸콩, 브로콜리, 코티지치즈, 알팔파, 고구마, 블랙베리, 스쿼시, 파파야, 석류, 인산, 염화나트륨, 염화칼륨, DL-메티오닌, 타우린, 염화콜린, 건조 치커리뿌리, 건조 락토바실러스 애시도필러스, 건조 엔테로코커스 패시움, 건조 아스퍼질러스 오리제 추출물, 건조 바실러스 서브틸리스 추출물, 비타민합제(비타민A, 비타민D3, 비타민E, 나이아신, L-아스코빌-2-폴리인산, 티아민 모노니트레이트, d-판토텐산칼슘, 리보플라빈, 염산피리독신, 베타카로틴, 엽산, 비오틴, 비타민 B12), 미량광물질류합제(아연단백질화합물, 철단백질화합물, 구리단백질화합물, 산화아연, 망간단백질화합물, 황산동, 요오드산칼슘, 황산제일철, 산화망간, 아셀렌산나트륨), 유카 추출물, 건조 로즈마리",조단백 47%  조지방 19%  칼슘 1.9%  인 1.4%  수분 8%,"그레인프리,글루텐프리",1.3kg,"4,298 kcal/kg","닭고기분말, 뼈를 발라낸 닭고기, 뼈를 발라낸 칠면조","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 1.3kg 주재료 닭고기분말, 뼈를 발라낸 닭고기, 뼈를 발라낸 칠면조 식단정보 그레인프리,글루텐프리 칼로리 4,298 kcal/kg 원산지/제조사 캐나다/Petcurean Pet Nutrition Inc.",캐나다/Petcurean Pet Nutrition Inc.,제 ZZR0Y0024호,https://cdn.purplesto.re/media/store/sale/main_image/go_cat_B010CF11_thumb02.png
562,고양이,어플라우즈 (APPLAWS),습식캔 참치와 새우,"키튼,어덜트,시니어,전연령",습식간식,"참치순살, 참치육수, 새우, 익힌쌀알",조단백 12.0% 조지방 4.0% 조섬유 2.0% 조회분 2.0% 수분 88.0%,검류미함유,70g,430 kcal/kg (30kcal/캔),"참치순살, 참치육수, 새우","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 70g 주재료 참치순살, 참치육수, 새우 식단정보 검류미함유 칼로리 430 kcal/kg (30kcal/캔) 원산지/제조사 태국/MPM Products",태국/MPM Products,제 서울 25030호,https://cdn.purplesto.re/media/store/sale/main_image/applaws_cat_B004CT42_thumb01.png
563,고양이,로우즈 (RAWZ),"슈레디드 주식파우치 연어, 참치&참치오일","키튼,어덜트,시니어,전연령",습식사료,"연어, 생선 육수, 참치, 참치오일, 타피오카 전분, 해바라기씨 오일, 염화칼륨, 인산 삼칼슘, 소금, 염화칼슘, 말린 파슬리, 염화콜린, 타우린, 미네랄 (철 아미노산 킬레이트, 망간 아미노산 킬레이트, 아연 아미노산 킬레이트, 요오드산 칼슘, 구리 아미노산 킬레이트, 마그네슘 아미노산 킬레이트, 소듐 셀레나이트), 비타민(비타민 A 보충제, 비타민 D3 보충제, 비타민 E 보충제, 비타민B1 질산염, 리보플라빈 보충제, 피리독신 염산염, 비타민 B12 보충제, 니아신 보충제, d- 칼슘 팬토테네이트, 아스코르브산 (비타민 C의 공급원), 엽산, 비오틴)",조단백 12.62%  조지방 4.61%  칼슘 0.31%  인 0.2%  수분 82%,검류미함유,69g,934 kcal/kg (64 kcal/파우치),"연어, 생선 육수, 참치","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 69g 주재료 연어, 생선 육수, 참치 식단정보 검류미함유 칼로리 934 kcal/kg (64 kcal/파우치) 원산지/제조사 태국/Rawz Natural Pet Food",태국/Rawz Natural Pet Food,제 4421J0017호,https://cdn.purplesto.re/media/store/sale/main_image/rawz_cat_B019CF07_thumb01.png
564,고양이,알모네이쳐 (ALMO NATURE),HFC 내츄럴플러스 파우치 닭다리살 ,"키튼,어덜트,시니어,전연령",습식간식,"닭다리살(91%), 정제수(7.5%), 쌀(1.5%)",조단백 19.3%  조지방 5.4%  조섬유 0.207%  조회분 1.9%  수분 83.6% ,"단일육류단백질,글루텐프리,비유전자변형",55g,"1,024 kcal/kg (56 kcal/파우치)","닭다리살, 정제수, 쌀","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식간식 중량 55g 주재료 닭다리살, 정제수, 쌀 식단정보 단일육류단백질,글루텐프리,비유전자변형 칼로리 1,024 kcal/kg (56 kcal/파우치) 원산지/제조사 태국/Songkla Canning Public Co.Ltd",태국/Songkla Canning Public Co.Ltd,서울-24147호,https://cdn.purplesto.re/media/store/sale/main_image/deal_almonature_cat_B131CT0302SS_thumb01.png
565,고양이,뉴로 (NULO),뉴로 프리스타일 그레인프리 어덜트 연어&렌틸콩,"키튼,어덜트,시니어,전연령",건사료,"연어, 칠면조, 닭고기, 대구, 완두콩, 렌틸콩, 닭고기지방, 콩섬유질, 천연향, 아마씨, 건조치커리뿌리, 건조켈프, 건조크렌베리, 건조고구마, 탄산칼슘, DL-메티오닌, L-카르니틴, 타우린, 아연단백질, 염화콜린, 비타민E, L-아스코르빌 -2-폴리포스페이트(비타민C 공급원) 철단백질, 니아신, 구리단백질, 티아민모노니트레이트, 판토텐산칼슘, 비타민A, 산화망간, 피리독신염산염, 소디움셀레나이트, 리보플라빈, 건조바실러스발효균, 유카시데게라추출물, 비타민B12 요오드산칼슘, 엽산, 로즈마리추출물",조단백 42%  조지방 12%  칼슘 1.3%  인 0.9%  수분 10%,"그레인프리,글루텐프리,비유전자변형,유산균",5.4kg,"3,724 kcal/kg","연어, 칠면조, 닭고기","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 5.4kg 주재료 연어, 칠면조, 닭고기 식단정보 그레인프리,글루텐프리,비유전자변형,유산균 칼로리 3,724 kcal/kg 원산지/제조사 미국/Nulo Inc",미국/Nulo Inc,서울-23093호,https://cdn.purplesto.re/media/store/sale/main_image/nulo_cat_B137CF09_thumb02.png
566,고양이,어딕션 (ADDICTION),LID 연어,"키튼,어덜트,시니어,전연령",건사료,"건조 연어, 감자, 타피오카, 닭 지방(혼합 토코페롤로 처리), 완두콩, 천연향, 건조 켈프, 건조 크린베리, 건조 블루베리, 건조 시금치, 건조 맥주 효모, 염화나트륨, 비타민E, 니아신(비타민 B3), 판토텐산칼슘(비타민B5), 비타민A, 비타민B1질산염, 리보플라빈, 염산피리독신(비타민 B6), 비오틴(비타민B7), 비타민B12, 비타민D3, 폴산(비타민B9), 타우린, 염화콜린, 황산마그네슘, 황산아연, 황산제일철(철분제), 탄산칼슘, 황산구리, 황산망간, 요오드산칼슘, 황산코발트, 아셀렌산나트륨, 녹차추출물, 로즈마리 추출물, 스피어민트 추출물",조단백 30.0%  조지방 15.0%  칼슘 1.2%  인 1.0%  수분 10.0%,"단일육류단백질,그레인프리",1.8kg,"3,700 kcal/kg","건조 연어, 감자, 타피오카","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 1.8kg 주재료 건조 연어, 감자, 타피오카 식단정보 단일육류단백질,그레인프리 칼로리 3,700 kcal/kg 원산지/제조사 뉴질랜드/Addiction Food Nz Limited",뉴질랜드/Addiction Food Nz Limited,제 서울-19744호,https://cdn.purplesto.re/media/store/sale/main_image/addiction_cat_B029CF02_thumb01.png
567,고양이,보레알 (BOREAL),주식캔 치킨&치킨간,"어덜트,시니어",습식 사료,"치킨, 치킨 육수, 치킨 간, 완두콩, 강낭콩, 계란, 레시틴, 탄산칼슘, 아마씨, 콜린클로라이드, 생선오일, 일인산나트륨, 식물성오일, 소금, DL-메티오닌, 유카시데게라추출물, 완두콩섬유질, 블루베리, 블랙베리, 사과, 석류, 크랜베리, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 센렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.",조단백 7.2%  조지방 6.3%  칼슘 0.2%  인 0.18%  수분 85%,"검류미함유,그레인프리,글루텐프리",156g,"1,050 kcal/kg","치킨, 치킨육수, 치킨간","연령구분 어덜트,시니어 푸드타입 습식 사료 중량 156g 주재료 치킨, 치킨육수, 치킨간 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 CCBZZ0008호,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF07_thumb01.png
568,고양이,닥터링크 (DR.LINK),주식캔 no.6 스페셜 다이어트 닭고기&흰살생선  ,"어덜트,시니어",습식사료,"닭고기(위, 심장, 간, 지방), 육수(닭고기), 흰살생선, 미네랄(아연,망간,일수화물), 연어오일, 타피오카 4%(최대)  * 1kg당 영양보충제 함량: 비타민 D3 200IU, 비타민 E(모두 rac-알파-토코페릴 아세테이트) 20mg, 비타민 B1 10mg, 비타민 B2 6mg, 비타민 B6 2mg, 비타민 B12 75μg, 엽산 0.35mg, 비오틴 300μg, 염화콜린 1,200mg, 아연(황산아연, 일수화물) 25mg, 망간(망간-(II)-황산염, 일수화물) 1.4mg, 구리(황산구리, 5수화물) 0.5mg, 요오드(요오드산 칼슘, 무수) 0.75mg, DL-메티오닌 4,000mg, 타우린 1,500mg",조단백 10.6%  조지방 5%  칼슘 0.24%  인 0.21%  수분 80%,"그레인프리,글루텐프리",200g,926 kcal/kg (185.2 kcal/캔),"닭고기, 육수(닭고기), 흰살생선","연령구분 어덜트,시니어 푸드타입 습식사료 중량 200g 주재료 닭고기, 육수(닭고기), 흰살생선 식단정보 그레인프리,글루텐프리 칼로리 926 kcal/kg (185.2 kcal/캔) 원산지/제조사 독일/Landguth Heimtiernahrung GmbH",독일/Landguth Heimtiernahrung GmbH,,https://cdn.purplesto.re/media/store/sale/main_image/deal_drlink_cat_B107CF0502SS_thumb01.png
569,고양이,보레알 (BOREAL),주식캔 칠면조&송어,"키튼,어덜트,시니어,전연령",습식 사료,"칠면조, 칠면조육수, 송어, 연어오일, 계란, 완두콩, 렌틸콩, 인산이칼슘, 호로파씨앗, 탄산칼슘, 소금, 아마씨, 레시틴, 염화콜린, 염화칼륨, 유카시데게라, 완두콩섬유질, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 셀렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.",조단백 8%  조지방 7.5%  칼슘 0.44%  인 0.41%  수분 78%,"검류미함유,그레인프리,글루텐프리",80g,"1,050 kcal/kg","칠면조, 칠면조육수, 송어","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식 사료 중량 80g 주재료 칠면조, 칠면조육수, 송어 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 서울-20007호,https://cdn.purplesto.re/media/store/sale/main_image/boreal_cat_B050CF13_thumb01.png
570,고양이,오픈팜 (OPENFARM),연어,"키튼,어덜트,시니어,전연령",건사료,"연어, 흰살생선분말, 청어분말, 병아리콩, 렌즈콩(레드), 코코넛오일(혼합토코페롤 보존), 청어오일(혼합토코페롤 보존), 호박, 천연향료(건조흰살생선), 렌즈콩(그린), 연어오일, 크랜베리, 치커리뿌리, 사과, 민들레잎, 염화콜린, 소금, 강황, 유카추출물, 염화칼륨, 혼합토코페롤(천연보존제), 탄산칼슘, 아연단백질화합물, 철단백질화합물, 구리단백질화합물, 망간단백질화합물, 아셀렌산나트륨, 요오드산칼슘, 비타민E, 비타민B1질산염, 나이아신, 판토텐산, 비오틴, 비타민A아세테이트, 비타민B2, 비타민B12, 비타민D3, 엽산, 타우린, 로즈마리",조단백 41.0%  조지방 20.0%  칼슘 1.58%  인 1.2%  수분 8%,"그레인프리,글루텐프리","1.8kg, 3.6kg","3,840 kcal/kg","연어, 흰살생선분말, 청어분말","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 1.8kg, 3.6kg 주재료 연어, 흰살생선분말, 청어분말 식단정보 그레인프리,글루텐프리 칼로리 3,840 kcal/kg 원산지/제조사 미국/Open Farm Inc.",미국/Open Farm Inc.,제 ZZR0Y0024호,https://cdn.purplesto.re/media/store/sale/main_image/openfarm_cat_B123CF12_thumb02.png
571,고양이,로우즈 (RAWZ),슈레디드 파우치 치킨 가슴살&코코넛오일 ,"어덜트,시니어",습식사료,"닭고기, 닭고기 육수, 코코넛 오일, 타피오카 전분, 염화칼슘, 염화칼륨, 해바라기씨 오일, 소금, 염화콜린, 타우린, 말린 파슬리, 인산 삼칼슘, 미네랄 (철 아미노산 킬레이트, 망간 아미노산 킬레이트, 아연 아미노산 킬레이트, 요오드산 칼슘, 구리 아미노산 킬레이트, 마그네슘 아미노산 킬레이트, 소듐 셀레나이트), 비타민(비타민 A 보충제, 비타민 D3 보충제, 비타민 E 보충제, 비타민B1 질산염, 리보플라빈 보충제, 피리독신 염산염, 비타민 B12 보충제, 니아신 보충제, d- 칼슘 팬토테네이트, 아스코르브산 (비타민 C의 공급원), 엽산, 비오틴)",조단백 13.84%  조지방 4.29%  칼슘 0.24%  인 0.14%  수분 82%,검류미함유,69g,971 kcal/kg (66 kcal/파우치),"닭고기, 닭고기 육수, 코코넛 오일","연령구분 어덜트,시니어 푸드타입 습식사료 중량 69g 주재료 닭고기, 닭고기 육수, 코코넛 오일 식단정보 검류미함유 칼로리 971 kcal/kg (66 kcal/파우치) 원산지/제조사 태국/Rawz Natural Pet Food",태국/Rawz Natural Pet Food,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/deal_rawz_cat_B019CF0502SS_thumb01.png
572,고양이,지위픽 (ZIWI),주식캔 소고기 ,"키튼,어덜트,시니어,전연령",습식사료,"소고기, 수분, 소 내장(폐, 신장, 트라이프, 간) 및 뼈, 병아리콩, 뉴질랜드 녹색홍합, DL-메티오닌, 건 켈프, 미네랄(황산마그네슘, 아연아미노산, 망간아미노산, 구리아미노산), 비타민(비타민 E, 비타민 B1, 비타민 B6 염산염, 엽산, 비타민 D3), 타우린",조단백 11%  조지방 7%  칼슘 0.48%  인 0.35%  수분 75.5%,"검류미함유,그레인프리,글루텐프리",185g,"1,250 kcal/kg","소고기, 수분, 소 내장(폐, 신장, 트라이프, 간) 및 뼈","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 185g 주재료 소고기, 수분, 소 내장(폐, 신장, 트라이프, 간) 및 뼈 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,250 kcal/kg 원산지/제조사 뉴질랜드/Ziwi Ltd",뉴질랜드/Ziwi Ltd,제 서울-15608호,https://cdn.purplesto.re/media/store/sale/main_image/deal_ziwipeak_cat_B046CF1804SS_thumb01.png
573,고양이,로투스 (LOTUS),주식캔 그레인프리 오리고기 파테 ,"키튼,어덜트,시니어,전연령",습식사료,"오리고기, 오리스프, 돼지고기 간, 흰살생선, 완두콩, 치킨 간, 한천, 제1인산염, 조개, 블루베리, 크랜베리, 당근, 통아마씨, 달걀, 아스파라거스, 뉴질랜드 녹색 홍합, 올리브오일, 연어오일, 소금, 삼인산나트륨, 염화칼륨, 켈프, 황산칼슘, 타우린, 탄산칼슘, 염화콜린, 베타인, 아연, 철, 니아신, 비타민E, 티아민, 구리, 망간, 아셀렌산나 트륨, 판토텐산 칼슘, 비타민 A, 리보플라빈, 피리독신, 비오틴, 비타민 B12, 요오드산칼슘, 비타민 D3,엽산",조단백 10.93%  조지방 4.83%  칼슘 0.32%  인 0.3%  수분 75.55%,"그레인프리,글루텐프리,비유전자변형",78g,990 kcal/kg (85.8 kcal/캔),"오리고기, 오리 스프, 돼지 간","연령구분 키튼,어덜트,시니어,전연령 푸드타입 습식사료 중량 78g 주재료 오리고기, 오리 스프, 돼지 간 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 990 kcal/kg (85.8 kcal/캔) 원산지/제조사 미국/Lotus Pet Foods",미국/Lotus Pet Foods,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/deal_lotus_cat_B020CF1402SS_thumb01_1E1WI2V.png
574,고양이,그랜마메이스 (GRANDMAMAES),그레인프리 연어,"키튼,어덜트,시니어,전연령",건사료,"연어, 연어가루, 완두콩, 계유, 병아리콩, 청어가루, 타피오카, 달걀, 렌틸콩, 완두단백, 아마씨가루, 메틸오닌, 염화콜린, 타우린, 크랜베리, 블루베리, 사과, 당근, 파슬리, 상추, 물냉이, 시금치, 샐러리, 라이신, 탄산칼슘, 제1인산염, 비타민합제, 건유산균류, 아연황산염, 킬레이트아연, 세레늄, 황산구리, 킬레이트망간, 니아신, 리보프라빈, 바이오틴, 킬레이트코발트, 요오드산칼슘, 엽산",조단백 31%  조지방 19%  칼슘 1.2%  인 0.8%  수분 10%,"그레인프리,글루텐프리,비유전자변형",5.4kg,"3,820 kcal/kg","연어, 연어가루, 완두콩","연령구분 키튼,어덜트,시니어,전연령 푸드타입 건사료 중량 5.4kg 주재료 연어, 연어가루, 완두콩 식단정보 그레인프리,글루텐프리,비유전자변형 칼로리 3,820 kcal/kg 원산지/제조사 미국/SOUTHERN TIER PET NUTRTION. USA",미국/SOUTHERN TIER PET NUTRTION. USA,EEGSB0043호,https://cdn.purplesto.re/media/store/sale/main_image/grandmamaes_cat_B120CF02_thumb01.png
575,고양이,보레알 (BOREAL),주식캔 치킨&치킨간 ,"어덜트,시니어",습식 사료,"치킨, 치킨 육수, 치킨 간, 완두콩, 강낭콩, 계란, 레시틴, 탄산칼슘, 아마씨, 콜린클로라이드, 생선오일, 일인산나트륨, 식물성오일, 소금, DL-메티오닌, 유카시데게라추출물, 완두콩섬유질, 블루베리, 블랙베리, 사과, 석류, 크랜베리, 타우린, L-아스코르빌-2-폴리포스페이트(비타민C의 공급원), 아연아미노산복합체, 비타민E, 황산제일철, 철아미노산복합체, 황산아연, 니아신, 티아민모노나이트레이트, 구리프로테인산염, 비타민A, 센렌산나트륨, 황산망간, 망간아미노산복합체, D-칼슘판토테네이트, 피리독신염산염, 리보플라빈, 비오틴, 비타민D3, 비타민B12, 요오드산칼슘, 엽산.",조단백 7.2%  조지방 6.3%  칼슘 0.2%  인 0.18%  수분 85%,"검류미함유,그레인프리,글루텐프리",156g,"1,050 kcal/kg","치킨, 치킨육수, 치킨간","연령구분 어덜트,시니어 푸드타입 습식 사료 중량 156g 주재료 치킨, 치킨육수, 치킨간 식단정보 검류미함유,그레인프리,글루텐프리 칼로리 1,050 kcal/kg 원산지/제조사 캐나다/Boreal Pet Foods.",캐나다/Boreal Pet Foods.,제 II6TM0009호,https://cdn.purplesto.re/media/store/sale/main_image/deal_boreal_cat_B050CF0704SS_thumb01.png
